Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car,Mileage Intensity,Price per CC,Price_log,Kilometer_log,Engine_log,Max Power_log
Innova 2.5 GX BS IV 7 STR,0.06614972920834257,0.2870839639050845,Individual,0.7069109075770192,0.18749999999999997,200 Nm @ 1200 rpm,0.8333333333333333,0.20588235294117646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.19350828075137477,0.05256869580127105,0.4004863173227764,0.7043486284075535,0.8211537874413599,0.3873620797662807
X3 xDrive 20d Luxury Line [2018-2020],0.34153902740193887,0.04917103667295636,Corporate,0.49916736053288924,0.4965277777777778,400 Nm @ 1750 rpm,0.49999999999999994,0.1176470588235294,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.046445360219467824,0.3422912715462701,0.7517232766067719,0.3312279590646172,0.660588693127119,0.7097308258601829
Compass Limited Plus 2.0 Diesel 4x4 AT,0.21721506825150783,0.06158891731888627,Individual,0.4829308909242298,0.4305555555555556,350 Nm @ 1750 rpm,0.49999999999999994,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.09048494247557792,0.22337978875672596,0.649970638297781,0.37326583581613715,0.6463899900276937,0.655885096506212
Scorpio SLE BS-IV,0.02251905675177619,0.5266981617029661,Individual,0.5757701915070774,0.2534722222222222,290 Nm @ 1800 rpm,1.0,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.3270112699774478,0.02220745467026833,0.21745149417714016,0.8466356562946742,0.7240392458720901,0.47514502924901914
Brio S MT,0.026272232877072223,0.33407807707384785,Individual,0.16736053288925895,0.13888888888888887,109 Nm @ 4500 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.2538945583713906,0.056371039691797395,0.24007027191564312,0.7395333322913071,0.2938598665195462,0.31149218470574214
3-Series 320i Luxury Line,0.24770962426953808,0.09371085787800984,Individual,0.5004163197335554,0.4652777777777778,270 Nm @ 1350 rpm,0.49999999999999994,0.14705882352941174,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.07721545035919226,0.2486831198898797,0.679250703205144,0.4570686407821065,0.6616693836589622,0.6849266276841948
City V Petrol [2017-2019],0.04550726051921439,0.42908427678268607,Individual,0.2918401332223147,0.24305555555555555,145 Nm @ 4600 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.3715084099673397,0.06819532882168897,0.3308384843607204,0.7981772706561201,0.45406479082016205,0.4622431379960936
Polo Highline1.2L (D),0.019235027642142164,0.5266981617029661,Individual,0.16777685262281433,0.09374999999999997,180 Nm @ 2000 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.2980881289840181,0.04468147909586501,0.19572099782107877,0.8466356562946742,0.29445974954208864,0.2293462022617434
Vitara Brezza ZXi Plus,0.08303892794277158,0.15018746272474323,Individual,0.2772689425478768,0.19444444444444445,138 Nm @ 4400 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.27361470198957755,0.1209934041873912,0.4453492890259674,0.5579213096664861,0.43705313221451725,0.397341001900239
Eeco 7 STR [2019-2020],0.03330943811200228,0.26390763865686945,Individual,0.1665278934221482,0.09027777777777776,101 Nm @ 3000 rpm,0.8333333333333333,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.30877485877159044,0.06814703022555009,0.2774222064717158,0.6849393035425333,0.29265859805379346,0.22244813436346123
Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],0.027679673924058238,0.46882707278594293,Individual,0.16694421315570357,0.11111111111111108,112 Nm @ 4000 rpm,0.49999999999999994,0.20588235294117646,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.32109315035879216,0.0587585065673035,0.24802579603000918,0.8190761287499577,0.29325948296876625,0.2625124412933362
X3 xDrive20d,0.15388022113713729,0.49931746698282753,Individual,0.49916736053288924,0.4756944444444444,380 Nm @ 1750 rpm,0.49999999999999994,0.2941176470588235,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.2588289869423209,0.15585876854640168,0.5743958368660818,0.8339818283937523,0.660588693127119,0.693328422602355
Fortuner 2.8 4x2 AT [2016-2020],0.31329637705908625,0.4918360599457232,Individual,0.8155703580349709,0.4409722222222222,450 Nm @ 1600 rpm,0.8333333333333333,0.08823529411764706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.5754536349210106,0.2242569966728534,0.7321388771254944,0.8304075295697237,0.8927439449368011,0.6647711682081643
Civic 1.8S MT,0.002814882093972026,0.8892640199782917,Individual,0.4175686927560366,0.2881944444444444,171.62 Nm @ 4300 rpm,0.49999999999999994,0.47058823529411764,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.3148331053486353,0.007710216308471166,0.040782943873402644,0.9717654147965491,0.5862160783317512,0.515952040632849
A4 2.0 TDI (143 bhp),0.10227404941431688,0.33147039186240607,Individual,0.2922564529558701,0.2395833333333333,,,0.2941176470588235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.16819070878275677,0.14324843919629374,0.48785948056784,0.7377078987972481,0.4545449774538408,0.457869508683332
Swift ZXi Plus AMT,0.057705082926426496,0.15018746272474323,Individual,0.16694421315570357,0.1458333333333333,113 Nm @ 4400 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.27361470198957755,0.10847384070060176,0.3744130444420346,0.5579213096664861,0.29325948296876625,0.32304094807642914
Elite i20 Sportz 1.5 MT Diesel,0.062396553083046535,0.2826634494022661,Individual,0.2901748542880932,0.18055555555555555,240 Nm @ 1500 rpm,0.49999999999999994,0.029411764705882346,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.5061122584367626,0.09083059952867292,0.3892502387990313,0.7007633663426986,0.4521408334069168,0.37718554242420854
A3 35 TDI Technology + Sunroof,0.19610345254671765,0.26523239852364466,Individual,0.48792672772689427,0.32638888888888884,320 Nm @ 1750 rpm,0.49999999999999994,0.1764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.20019442100625595,0.2006835650946551,0.6273518162120797,0.6860911665579721,0.6507887381766446,0.5573875274867786
City V CVT Petrol [2017-2019],0.06614972920834257,0.3245886129755263,Individual,0.2918401332223147,0.24305555555555555,145 Nm @ 4600 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.2798125973759196,0.09552506347988611,0.4004863173227764,0.7328241554351766,0.45406479082016205,0.4622431379960936
Figo Duratorq Diesel Titanium 1.4,0.01304228703540371,0.43593816598816004,Individual,0.25104079933388845,0.07291666666666666,160 Nm @ 2000 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.24499302911957938,0.027815019850071343,0.14838714731946512,0.801911018681758,0.4053803578200119,0.18649653164384272
Jazz VX Petrol,0.03847005528428432,0.6261946001181372,Individual,0.16777685262281433,0.1458333333333333,110 Nm @ 4800 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.5444743552505481,0.07647723927700395,0.3015027024520087,0.8877906847262165,0.29445974954208864,0.32304094807642914
Polo Highline1.2L (P),0.02111161570479018,0.43605669713413464,Individual,0.16736053288925895,0.09374999999999997,110 Nm @ 3750 rpm,0.49999999999999994,0.2647058823529412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.2450623704960636,0.04783334921113773,0.2083809313283922,0.8019750921117392,0.2938598665195462,0.2293462022617434
Amaze 1.5 SX i-DTEC,0.01782758659515615,0.7498156129493203,Individual,0.2922564529558701,0.18055555555555555,200 Nm @ 1750 rpm,0.49999999999999994,0.23529411764705882,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0.4694021179451018,0.031519614384456676,0.18576216129498313,0.9308444602832346,0.4545449774538408,0.37718554242420854
Camry 2.5L AT,0.20501724584429573,0.31055313080806035,Individual,0.7069109075770192,0.45833333333333337,233 Nm @ 4100 rpm,0.49999999999999994,0.14705882352941174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.26749634524096744,0.16292567422096063,0.6371661464175484,0.7225513131588199,0.8211537874413599,0.6792481351844515
Thar LX 4-STR Hard Top Petrol AT,0.13980581066727718,0.05257357780446327,Individual,0.5,0.35763888888888884,320 Nm @ 1500 rpm,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.14308975801922802,0.14172229294962896,0.5537464733714983,0.34348219866221275,0.661309333792123,0.5889680088586946
