Model,Price,Kilometer,Seller Type,Engine,Max Power,Max Torque,Seating Capacity,Age,Make_BMW,Make_Chevrolet,Make_Datsun,Make_Ferrari,Make_Fiat,Make_Ford,Make_Honda,Make_Hyundai,Make_Isuzu,Make_Jaguar,Make_Jeep,Make_Kia,Make_Lamborghini,Make_Land Rover,Make_Lexus,Make_MG,Make_MINI,Make_Mahindra,Make_Maruti Suzuki,Make_Maserati,Make_Mercedes-Benz,Make_Mitsubishi,Make_Nissan,Make_Porsche,Make_Renault,Make_Rolls-Royce,Make_Skoda,Make_Ssangyong,Make_Tata,Make_Toyota,Make_Volkswagen,Make_Volvo,Fuel Type_CNG + CNG,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_LPG,Fuel Type_Petrol,Fuel Type_Petrol + CNG,Fuel Type_Petrol + LPG,Transmission_Manual,Owner_First,Owner_Fourth,Owner_Second,Owner_Third,Owner_UnRegistered Car
Camry Hybrid,1599000,92355,Individual,2494.0,202.0,270 Nm @ 4500 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
DZire VXi,691000,16652,Individual,1197.0,89.0,113 Nm @ 4400 rpm,5.0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Terrano XV D THP 110 PS,650000,76584,Individual,1461.0,108.0,248 Nm @ 2250 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Wagon R LXI CNG,415000,42500,Individual,998.0,58.0,77 Nm @ 3500 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Vitara Brezza LDi (O) [2016-2018],669000,70000,Individual,1248.0,89.0,200 Nm @ 1750 rpm,5.0,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
X5 xDrive30d Pure Experience (5 Seater),2950000,84700,Individual,2993.0,258.0,560 Nm @ 1500 rpm,5.0,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
GLC 220 d Sport,3900000,83400,Individual,1498.0,116.0,,,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Cayenne Coupe Platinum Edition,16200000,2766,Individual,2995.0,335.0,450 Nm @ 1340 rpm,4.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
C-Class Cabriolet C 300,5100000,56000,Individual,1991.0,241.0,370 Nm @ 1300 rpm,4.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Elite i20 Magna 1.2,525000,68766,Individual,1197.0,82.0,115 Nm @ 4000 rpm,5.0,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Verna 1.6 VTVT SX,750000,16339,Individual,1591.0,121.0,158 Nm @ 4200 rpm,5.0,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Amaze 1.2 SX i-VTEC,445000,63882,Individual,1198.0,87.0,109 Nm @ 4500 rpm,5.0,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Corolla Altis 1.8 G,493000,28732,Individual,1798.0,138.0,173 Nm @ 4000 rpm,5.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Elite i20 Sportz 1.2 (O),611000,51349,Individual,1197.0,82.0,115 Nm @ 4000 rpm,5.0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],475000,61866,Individual,1197.0,79.0,112 Nm @ 4000 rpm,5.0,10,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Creta SX Plus 1.6  Petrol,925000,29401,Individual,1591.0,122.0,154 Nm @ 4850 rpm,5.0,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
A6 2.0 TDI Premium,1325000,98580,Individual,1968.0,177.0,380 Nm @ 1750 rpm,5.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
X1 sDrive20d xLine,3900000,8000,Individual,1995.0,184.0,350 Nm @ 1750 rpm,5.0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
XUV300 W8 (O) 1.5 Diesel,1299000,31348,Individual,1497.0,115.0,300 Nm @ 1500 rpm,5.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Swift ZDi Plus,580000,28851,Corporate,1248.0,74.0,190 Nm @ 2000 rpm,5.0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Brio S MT,229000,38175,Individual,1498.0,116.0,,,11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Thar LX 4-STR Hard Top Petrol MT,1575000,8519,Individual,1997.0,150.0,300 Nm @ 1250 rpm,4.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
City 1.5 S MT,375000,78000,Individual,1497.0,118.0,146@4600,5.0,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
E-Class E 250 CDI Avantgarde,2250000,48000,Individual,2143.0,204.0,500 Nm @ 1600 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Fortuner 3.0 4x2 AT,1400000,143000,Individual,2982.0,169.0,360 Nm @ 1400 rpm,7.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Zest XM 75 PS Diesel,425000,39000,Commercial Registration,1248.0,74.0,190 Nm @ 1750 rpm,5.0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Rapid Ambition 1.6 MPI AT Plus,425000,24000,Individual,1598.0,104.0,153 Nm @ 3800 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Alto 800 Lxi,250000,62000,Individual,796.0,47.0,69 Nm @ 3500 rpm,5.0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
Ertiga VDi,425000,78000,Individual,1248.0,89.0,200 Nm @ 1750 rpm,7.0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Santro GL LPG,120000,48500,Individual,1086.0,63.0,89@3000,5.0,15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
Figo Duratorq Diesel ZXI 1.4,235000,82000,Individual,1399.0,68.0,160 Nm @ 2000 rpm,5.0,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A3 35 TDI Technology + Sunroof,3050000,40910,Individual,1968.0,141.0,320 Nm @ 1750 rpm,5.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Harrier XZ Plus,2145000,10290,Individual,1956.0,168.0,350 Nm @ 1750 rpm,5.0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Elite i20 Asta (O) 1.0 Turbo DCT,1245000,10530,Individual,998.0,118.0,172 Nm @ 1500 rpm,5.0,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Elite i20 Asta 1.2,549000,61900,Individual,1197.0,82.0,115 Nm @ 4000 rpm,5.0,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Polo Highline1.2L (D),484999,78000,Individual,1199.0,74.0,180 Nm @ 2000 rpm,5.0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
Swift DZire VXI,415000,57402,Individual,1197.0,85.0,114 Nm @ 4000 rpm,5.0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
